"TCNumber","ChEBI","Substrate"
"2.A.1.15.8","CHEBI:15992","1-hydroxy-2-naphthoate"
"2.A.1.2.49","CHEBI:9474","tetracycline"
"2.A.1.2.49","CHEBI:27902","tetracycline"
"2.A.52.2.4","CHEBI:23337","cobalt(2+)"
"2.A.52.2.4","CHEBI:25517","nickel(2+)"
"1.A.4.5.5","CHEBI:3308","calcium(2+)"
"1.A.4.5.5","CHEBI:36915","inorganic cation"
"2.A.14.1.2","CHEBI:29805","glycolate"
"2.A.14.1.2","CHEBI:24996","lactate"
"1.A.1.9.8","CHEBI:8345","potassium(1+)"
"2.A.1.3.10","CHEBI:5584","hydron"
"2.A.1.3.10","CHEBI:23888","drug"
"3.D.3.1.1","CHEBI:5584","hydron"
"1.B.9.4.5","CHEBI:33658","arene"
"9.B.28.3.1","CHEBI:6668","maltose"
"1.C.64.1.1","CHEBI:25367","molecule"
"2.A.57.2.4","CHEBI:2472","adenosine"
"2.A.57.2.4","CHEBI:5927","inosine"
"1.B.1.4.7","CHEBI:25367","molecule"
"1.B.9.3.2","CHEBI:25367","molecule"
"1.C.102.1.1","CHEBI:25367","molecule"
"2.A.9.3.4","CHEBI:8526","protein polypeptide chain"
"3.A.1.5.15","CHEBI:25169","mannoside"
"3.A.1.5.15","CHEBI:14575","mannose"
"5.B.1.1.9","CHEBI:10545","electron"
"2.A.17.3.14","CHEBI:71263","nitrate"
"9.A.64.1.1","CHEBI:8526","protein polypeptide chain"
"1.B.27.1.6","CHEBI:25367","molecule"
"2.A.100.1.5","CHEBI:5974","iron atom"
"2.A.1.14.19","CHEBI:5584","hydron"
"2.A.1.14.19","CHEBI:3108","biotin"
"3.A.1.17.6","CHEBI:8675","pyrimidine"
"3.D.4.4.1","CHEBI:5584","hydron"
"1.C.39.13.4","CHEBI:25367","molecule"
"1.A.1.7.2","CHEBI:8345","potassium(1+)"
"2.A.7.14.3","CHEBI:8639","7H-purine"
"3.A.1.208.3","CHEBI:4883","ethidium bromide"
"3.A.1.208.3","CHEBI:52053","eosin YS dye"
"3.A.1.208.3","CHEBI:52101","lissamine rhodamine"
"3.A.1.208.3","CHEBI:9948","verapamil"
"3.A.1.208.3","CHEBI:9474","tetracycline"
"3.A.1.208.3","CHEBI:25675","oligomycin"
"1.A.40.2.2","CHEBI:24870","ion"
"3.A.1.24.4","CHEBI:6271","L-methionine"
"2.A.6.7.8","CHEBI:24620","hopanoid"
"2.A.57.2.10","CHEBI:16708","adenine"
"2.A.57.2.10","CHEBI:33838","nucleoside"
"2.A.57.2.10","CHEBI:17368","hypoxanthine"
"2.A.57.2.10","CHEBI:17712","9H-xanthine"
"2.A.57.2.10","CHEBI:18282","nucleobase"
"2.A.57.2.10","CHEBI:45081","pentamidine"
"2.A.71.1.5","CHEBI:45453","sinefungin"
"2.A.71.1.5","CHEBI:8946","S-adenosyl-L-methionine"
"1.C.41.2.7","CHEBI:25367","molecule"
"1.A.1.3.6","CHEBI:8345","potassium(1+)"
"3.A.1.106.2","CHEBI:9502","tetraphenylphosphonium"
"3.A.1.106.2","CHEBI:9948","verapamil"
"3.A.1.106.2","CHEBI:5742","2'-(4-ethoxyphenyl)-5-(4-methylpiperazin-1-yl)-2,5'-bibenzimidazole"
"3.A.1.106.2","CHEBI:9983","vincaleukoblastine"
"3.A.1.106.2","CHEBI:2496","doxorubicin"
"3.A.1.106.2","CHEBI:42478","ethidium"
"3.A.1.12.9","CHEBI:3073","glycine betaine"
"1.B.25.1.10","CHEBI:50744","citrate salt"
"1.B.25.1.10","CHEBI:27092","tricarboxylic acid trianion"
"1.B.25.1.10","CHEBI:16383","cis-aconitate(3-)"
"1.B.25.1.10","CHEBI:16087","isocitrate(3-)"
"2.A.56.1.3","CHEBI:9175","sodium(1+)"
"2.A.56.1.3","CHEBI:62084","N-glycoloyl-beta-neuraminic acid"
"2.A.56.1.3","CHEBI:45744","N-acetyl-beta-neuraminic acid"
"1.B.20.1.12","CHEBI:8526","protein polypeptide chain"
"3.A.3.2.20","CHEBI:3308","calcium(2+)"
"1.B.14.4.1","CHEBI:23380","copper(2+)"
"2.A.59.2.2","CHEBI:2846","arsenite(3-)"
"2.A.47.3.4","CHEBI:50744","citrate salt"
"9.B.27.1.2","CHEBI:9090","selenite(2-)"
"1.M.1.3.11","CHEBI:25367","molecule"
"3.A.1.122.11","CHEBI:24493","hemin"
"2.A.35.1.2","CHEBI:9175","sodium(1+)"
"2.A.35.1.2","CHEBI:5584","hydron"
"2.A.35.1.2","CHEBI:15595","malate(2-)"
"2.A.35.1.2","CHEBI:24996","lactate"
"1.B.8.3.1","CHEBI:25367","molecule"
"1.C.63.1.1","CHEBI:24870","ion"
"1.C.63.1.1","CHEBI:36915","inorganic cation"
"1.C.63.1.1","CHEBI:25367","molecule"
"4.A.1.2.2","CHEBI:60980","beta-glucoside"
"3.A.1.135.13","CHEBI:22582","antimicrobial agent"
"2.A.1.2.46","CHEBI:5418","glucose"
"2.A.1.2.46","CHEBI:5172","fructose"
"1.A.1.2.1","CHEBI:8345","potassium(1+)"
"1.A.35.1.1","CHEBI:6635","magnesium(2+)"
"1.A.35.1.1","CHEBI:23337","cobalt(2+)"
"1.A.35.1.1","CHEBI:25517","nickel(2+)"
"1.M.1.3.6","CHEBI:25367","molecule"
"9.B.310.1.1","CHEBI:29103","potassium(1+)"
"2.A.7.1.4","CHEBI:32915","cetylpyridinium chloride"
"2.A.7.1.4","CHEBI:39561","cetyltrimethylammonium ion"
"1.A.41.1.1","CHEBI:24870","ion"
"9.B.37.3.1","CHEBI:6635","magnesium(2+)"
"2.A.107.1.1","CHEBI:29035","manganese(2+)"
"1.A.1.10.19","CHEBI:26708","sodium atom"
"1.A.3.2.9","CHEBI:3308","calcium(2+)"
"2.A.95.1.5","CHEBI:22582","antimicrobial agent"
"1.A.125.1.1","CHEBI:24870","ion"
"1.A.125.1.1","CHEBI:39124","calcium ion"
"2.A.125.1.2","CHEBI:8843","riboflavin"
"1.A.84.1.1","CHEBI:3308","calcium(2+)"
"1.A.84.1.1","CHEBI:9175","sodium(1+)"
"1.A.84.1.1","CHEBI:29103","potassium(1+)"
"1.A.84.1.1","CHEBI:79389","monovalent inorganic anion"
"1.A.9.2.2","CHEBI:24870","ion"
"1.C.4.4.5","CHEBI:23058","cation"
"1.C.9.1.1","CHEBI:25367","molecule"
"3.A.1.210.2","CHEBI:60836","phytochelatin"
"3.A.1.210.2","CHEBI:60836","phytochelatin"
"5.B.12.1.1","CHEBI:10545","electron"
"1.A.114.1.2","CHEBI:3616","chloride"
"1.A.114.1.2","CHEBI:22563","anion"
"5.B.5.1.3","CHEBI:10545","electron"
"2.A.108.1.1","CHEBI:34754","iron(2+)"
"2.A.108.1.1","CHEBI:34755","iron(3+)"
"1.C.52.1.25","CHEBI:24870","ion"
"3.A.3.10.8","CHEBI:29035","manganese(2+)"
"1.A.54.4.4","CHEBI:3473","cation"
"2.A.78.1.1","CHEBI:22918","branched-chain amino acid"
"2.A.1.1.101","CHEBI:25212","metabolite"
"1.A.8.6.1","CHEBI:5585","water"
"9.A.78.1.2","CHEBI:3308","calcium(2+)"
"9.A.78.1.2","CHEBI:8132","phosphoinositide"
"9.A.78.1.2","CHEBI:8122","phosphatidic acid"
"2.A.7.18.2","CHEBI:6864","methylamine"
"1.A.23.3.5","CHEBI:24866","salt"
"1.A.23.3.5","CHEBI:21301","L-glutamate(1-)"
"1.A.23.3.5","CHEBI:25212","metabolite"
"2.A.66.1.47","CHEBI:133919","decarbamoylsaxitoxin"
"2.A.66.1.47","CHEBI:87211","fluoroquinolone antibiotic"
"1.C.12.1.10","CHEBI:25367","molecule"
"2.A.1.1.17","CHEBI:5418","glucose"
"2.A.60.1.19","CHEBI:3731","chloride"
"2.A.60.1.19","CHEBI:24996","lactate"
"2.A.60.1.19","CHEBI:24834","inorganic anion"
"2.A.60.1.19","CHEBI:25696","organic anion"
"2.A.60.1.19","CHEBI:2359","ATP"
"2.A.60.1.19","CHEBI:246","prostaglandin D2"
"2.A.60.1.19","CHEBI:8512","prostaglandin E2"
"2.A.60.1.19","CHEBI:8516","prostaglandin F2alpha"
"2.A.60.1.19","CHEBI:26995","thromboxane"
"2.A.60.1.19","CHEBI:28728","thromboxane B2"
"2.A.51.1.8","CHEBI:29393","chromate(2-)"
"9.B.207.1.1","CHEBI:9251","starch"
"9.B.207.1.1","CHEBI:5466","glycogen"
"3.A.1.3.16","CHEBI:29987","glutamate(2-)"
"3.A.1.3.16","CHEBI:29995","aspartate(2-)"
"1.A.76.1.2","CHEBI:6635","magnesium(2+)"
"3.A.3.8.11","CHEBI:8150","phospholipid"
"3.A.3.8.11","CHEBI:3411","cardiolipin"
"2.A.1.17.2","CHEBI:5418","glucose"
"2.A.1.17.2","CHEBI:17234","glucose"
"2.A.3.12.3","CHEBI:8301","polyamine macromolecule"
"1.A.4.5.3","CHEBI:9175","sodium(1+)"
"1.A.4.5.3","CHEBI:8345","potassium(1+)"
"1.A.4.5.3","CHEBI:33126","caesium(1+)"
"9.B.351.1.1","CHEBI:71644","lantibiotic"
"3.A.3.5.24","CHEBI:23378","copper cation"
"2.A.55.3.4","CHEBI:25213","metal cation"
"3.A.1.4.1","CHEBI:17191","L-isoleucine"
"3.A.1.4.1","CHEBI:25017","leucine"
"3.A.1.4.1","CHEBI:27266","valine"
"3.A.1.4.1","CHEBI:8089","phenylalanine"
"3.A.1.4.1","CHEBI:9800","tyrosine"
"1.A.50.1.3","CHEBI:3308","calcium(2+)"
"2.A.76.1.10","CHEBI:30653","homoserine"
"2.A.76.1.10","CHEBI:16857","L-threonine"
"2.A.76.1.10","CHEBI:9116","serine"
"2.A.76.1.10","CHEBI:30656","homoserine lactone"
"3.D.6.1.3","CHEBI:5584","hydron"
"1.B.5.1.12","CHEBI:22563","anion"
"1.B.1.11.1","CHEBI:25367","molecule"
"3.E.1.6.7","CHEBI:9175","sodium(1+)"
"3.E.1.6.7","CHEBI:5584","hydron"
"1.A.62.3.2","CHEBI:7755","oligopeptide"
"2.A.47.1.14","CHEBI:9175","sodium(1+)"
"2.A.47.1.14","CHEBI:9335","sulfate"
"2.A.47.1.14","CHEBI:9569","thiosulfate(2-)"
"2.A.47.1.14","CHEBI:15075","selenate"
"2.A.100.1.4","CHEBI:23337","cobalt(2+)"
"2.A.100.1.4","CHEBI:23380","copper(2+)"
"2.A.100.1.4","CHEBI:34754","iron(2+)"
"2.A.100.1.4","CHEBI:29035","manganese(2+)"
"2.A.100.1.4","CHEBI:10113","zinc(2+)"
"3.D.4.7.1","CHEBI:5584","hydron"
"2.A.69.1.7","CHEBI:22676","auxin"
"1.B.14.1.17","CHEBI:4356","desferrioxamine B"
"1.B.8.1.5","CHEBI:25367","molecule"
"3.A.3.5.16","CHEBI:49551","copper(1+)"
"1.A.56.1.7","CHEBI:49551","copper(1+)"
"2.A.117.1.13","CHEBI:383703","3,6-diamino-10-methylacridinium chloride"
"2.A.117.1.13","CHEBI:8452","3,6-diaminoacridine"
"2.A.57.1.17","CHEBI:71693","9-ribosyl-trans-zeatin"
"2.A.57.1.17","CHEBI:4421","2'-deoxyribonucleoside"
"2.A.57.1.17","CHEBI:33838","nucleoside"
"2.A.57.1.17","CHEBI:18282","nucleobase"
"2.A.57.1.17","CHEBI:23530","cytokinin"
"3.A.1.5.21","CHEBI:82754","microcin c"
"1.B.6.8.1","CHEBI:25367","molecule"
"2.A.28.1.4","CHEBI:9175","sodium(1+)"
"2.A.28.1.4","CHEBI:25696","organic anion"
"2.A.28.1.4","CHEBI:17474","estrone 3-sulfate"
"2.A.28.1.4","CHEBI:1724","dehydroepiandrosterone sulfate"
"2.A.28.1.4","CHEBI:35420","pregnenolone sulfate"
"2.A.9.1.1","CHEBI:8526","protein polypeptide chain"
"3.D.3.1.2","CHEBI:24636","proton"
"1.A.11.1.3","CHEBI:7434","ammonia"
"3.A.1.106.15","CHEBI:6486","lipid"
"1.B.10.2.5","CHEBI:7647","nucleoside"
"1.B.67.1.2","CHEBI:25367","molecule"
"2.A.29.23.3","CHEBI:1353","3'-phospho-5'-adenylyl sulfate"
"2.A.29.23.3","CHEBI:2342","ADP"
"2.A.29.23.3","CHEBI:2359","ATP"
"3.A.1.6.4","CHEBI:9929","vanadium oxoanion"
"1.B.59.1.3","CHEBI:3473","cation"
"2.A.1.13.4","CHEBI:8843","riboflavin"
"2.A.1.13.4","CHEBI:17015","riboflavin"
"2.A.1.13.14","CHEBI:3407","monocarboxylic acid anion"
"3.A.3.8.25","CHEBI:60971","aminophospholipid"
"3.A.3.8.25","CHEBI:16247","phospholipid"
"3.A.3.8.25","CHEBI:24402","glycosphingolipid"
"1.A.1.5.24","CHEBI:9175","sodium(1+)"
"2.A.26.1.5","CHEBI:22918","branched-chain amino acid"
"1.A.69.4.4","CHEBI:24870","ion"
"2.A.55.2.21","CHEBI:60240","divalent metal cation"
"2.A.103.1.4","CHEBI:61496","alpha-D-FucNAc4-(1->4)-beta-D-ManNAcA-(1->4)-D-GlcNAc-undecaprenyl diphosphate(3-)"
"3.A.3.205.33","CHEBI:3919","crocin-1"
"3.A.3.205.33","CHEBI:53183","apo carotenoid"
"3.A.3.205.33","CHEBI:24400","glycoside"
"3.A.3.205.33","CHEBI:23888","drug"
"1.C.13.1.3","CHEBI:24870","ion"
"1.A.46.1.1","CHEBI:3731","chloride"
"1.A.46.1.1","CHEBI:3178","bromide"
"1.A.46.1.1","CHEBI:5946","iodide"
"1.A.46.1.1","CHEBI:71263","nitrate"
"3.A.1.1.22","CHEBI:10202","alpha,alpha-trehalose"
"3.A.1.1.22","CHEBI:6668","maltose"
"3.A.1.1.22","CHEBI:6672","alpha-maltotriose"
"3.A.1.1.22","CHEBI:6671","maltotetraose"
"3.A.11.3.1","CHEBI:75980","single-stranded DNA polynucleotide"
"1.B.80.1.2","CHEBI:25367","molecule"
"1.B.20.4.2","CHEBI:25367","molecule"
"1.A.1.2.4","CHEBI:8345","potassium(1+)"
"2.A.123.1.13","CHEBI:9314","sucrose"
"3.A.1.111.2","CHEBI:29633","Mycosubtilin"
"4.A.3.1.1","CHEBI:6353","alpha-lactose"
"3.A.1.208.46","CHEBI:27333","xenobiotic"
"1.E.14.1.17","CHEBI:2387","acetic acid"
"2.A.11.1.6","CHEBI:34982","strontium(2+)"
"2.A.11.1.6","CHEBI:3308","calcium(2+)"
"2.A.11.1.6","CHEBI:50744","citrate salt"
"2.A.21.1.1","CHEBI:14739","pantothenate"
"2.A.1.1.10","CHEBI:5584","hydron"
"2.A.1.1.10","CHEBI:10085","xylose"
"2.A.17.3.3","CHEBI:5584","hydron"
"2.A.17.3.3","CHEBI:71263","nitrate"
"2.A.17.3.3","CHEBI:5733","histidine"
"1.A.25.1.3","CHEBI:25367","molecule"
"1.A.43.1.15","CHEBI:17051","fluoride"
"1.A.43.1.15","CHEBI:41334","(R)-camphor"
"2.A.5.6.1","CHEBI:10113","zinc(2+)"
"1.B.6.1.9","CHEBI:25367","molecule"
"1.A.9.8.3","CHEBI:24870","ion"
"2.A.6.1.2","CHEBI:3290","cadmium(2+)"
"2.A.6.1.2","CHEBI:23337","cobalt(2+)"
"2.A.6.1.2","CHEBI:10113","zinc(2+)"
"3.A.1.17.12","CHEBI:33543","sulfonate"
"3.A.1.17.12","CHEBI:52474","sulfonate ester"
"1.B.17.2.9","CHEBI:25367","molecule"
"2.A.1.9.3","CHEBI:7793","phosphate(3-)"
"1.A.1.4.5","CHEBI:8345","potassium(1+)"
"3.A.1.134.10","CHEBI:71644","lantibiotic"
"1.C.97.3.8","CHEBI:25367","molecule"
"3.A.10.3.4","CHEBI:9175","sodium(1+)"
"3.A.10.3.4","CHEBI:5584","hydron"
"3.A.1.205.20","CHEBI:9053","sclareol"
"2.A.22.6.1","CHEBI:3731","chloride"
"2.A.22.6.1","CHEBI:30143","lithium(1+)"
"2.A.22.6.1","CHEBI:9175","sodium(1+)"
"2.A.22.6.1","CHEBI:9029","sarcosine"
"2.A.22.6.1","CHEBI:2642","alpha-amino acid"
"2.A.22.6.1","CHEBI:26271","proline"
"2.A.22.6.1","CHEBI:17964","pipecolic acid"
"2.A.1.14.25","CHEBI:30624","D-mannuronate"
"3.A.1.5.14","CHEBI:3522","cellobiose"
"2.A.29.4.1","CHEBI:7793","phosphate(3-)"
"3.A.3.7.3","CHEBI:8345","potassium(1+)"
"1.B.13.2.2","CHEBI:25367","molecule"
"1.B.1.4.6","CHEBI:25367","molecule"
"2.A.1.2.108","CHEBI:9219","spermine"
"2.A.4.3.1","CHEBI:10113","zinc(2+)"
"1.C.41.2.2","CHEBI:25367","molecule"
"1.A.40.2.3","CHEBI:24870","ion"
"1.B.77.2.2","CHEBI:25367","molecule"
"1.W.2.1.6","CHEBI:4291","deoxyribonucleic acid"
"2.A.76.2.1","CHEBI:87174","(+)-(1S,2S)-norcoronamic acid"
"2.A.7.1.2","CHEBI:33601","safranin O"
"2.A.7.1.2","CHEBI:383703","3,6-diamino-10-methylacridinium chloride"
"2.A.7.1.2","CHEBI:8682","pyronin Y"
"2.A.7.1.2","CHEBI:4883","ethidium bromide"
"2.A.7.1.2","CHEBI:9532","thiamine(1+) diphosphate"
"2.A.7.1.2","CHEBI:6030","isoniazide"
"2.A.7.1.2","CHEBI:4841","erythromycin A"
"1.A.4.2.4","CHEBI:3308","calcium(2+)"
"2.A.47.1.8","CHEBI:9175","sodium(1+)"
"2.A.47.1.8","CHEBI:23688","dicarboxylic acid dianion"
"2.A.47.1.8","CHEBI:16810","2-oxoglutarate(2-)"
"2.A.47.1.8","CHEBI:15595","malate(2-)"
"2.A.47.1.8","CHEBI:30031","succinate(2-)"
"2.A.47.1.8","CHEBI:42511","fumarate(2-)"
"2.A.47.1.8","CHEBI:30780","maleate(2-)"
"2.A.47.1.8","CHEBI:24996","lactate"
"1.A.43.1.17","CHEBI:49593","fluoride"
"1.A.46.2.8","CHEBI:9175","sodium(1+)"
"1.A.71.1.1","CHEBI:24870","ion"
"1.C.113.1.3","CHEBI:25367","molecule"
"1.V.1.1.3","CHEBI:33709","amino acid"
"9.A.14.3.5","CHEBI:16247","phospholipid"
"3.A.2.1.7","CHEBI:5584","hydron"
"9.A.57.1.1","CHEBI:6486","lipid"
"9.A.24.1.11","CHEBI:3659","cholesterol"
"9.A.24.1.11","CHEBI:8337","porphyrin"
"2.A.7.10.5","CHEBI:9823","UDP-N-acetyl-alpha-D-glucosamine"
"2.A.62.1.7","CHEBI:9175","sodium(1+)"
"2.A.62.1.7","CHEBI:24636","proton"
"1.A.1.2.8","CHEBI:8345","potassium(1+)"
"3.A.3.8.15","CHEBI:8137","phosphatidyl-L-serine"
"3.A.3.8.15","CHEBI:8150","phospholipid"
"5.A.1.2.8","CHEBI:10545","electron"
"1.A.16.2.1","CHEBI:15740","formate"
"1.A.102.1.1","CHEBI:3308","calcium(2+)"
"2.A.22.2.6","CHEBI:9175","sodium(1+)"
"2.A.22.2.6","CHEBI:5460","glycine"
"2.A.113.1.7","CHEBI:25517","nickel(2+)"
"1.A.1.2.13","CHEBI:8345","potassium(1+)"
"1.C.8.1.1","CHEBI:7990","peptide"
"2.A.1.2.103","CHEBI:9474","tetracycline"
"2.A.1.21.4","CHEBI:23888","drug"
"2.A.18.10.3","CHEBI:2642","alpha-amino acid"
"3.A.3.8.9","CHEBI:8150","phospholipid"
"2.A.23.2.12","CHEBI:23688","dicarboxylic acid dianion"
"2.A.1.2.64","CHEBI:8301","polyamine macromolecule"
"2.A.1.2.64","CHEBI:88061","polyamine"
"2.A.1.9.1","CHEBI:29035","manganese(2+)"
"2.A.1.9.1","CHEBI:7793","phosphate(3-)"
"2.A.1.9.1","CHEBI:9090","selenite(2-)"
"1.B.14.16.8","CHEBI:5481","glycoprotein"
"1.B.14.16.8","CHEBI:5476","glycolipid"
"1.B.14.16.8","CHEBI:8322","polysaccharide"
"2.A.1.2.97","CHEBI:3717","ciprofloxacin"
"2.A.1.2.97","CHEBI:23888","drug"
"1.A.1.21.2","CHEBI:29103","potassium(1+)"
"1.A.83.1.3","CHEBI:25367","molecule"
"2.A.2.7.2","CHEBI:26130","biological pigment"
"1.B.55.2.1","CHEBI:25367","molecule"
"1.A.54.3.2","CHEBI:3473","cation"
"1.H.2.2.2","CHEBI:25367","molecule"
"3.A.1.208.6","CHEBI:2846","arsenite(3-)"
"3.A.1.208.6","CHEBI:30297","antimonite"
"3.A.1.208.6","CHEBI:24335","glutathione conjugate"
"1.A.30.2.5","CHEBI:5584","hydron"
"1.B.70.1.10","CHEBI:25367","molecule"
"2.A.1.6.6","CHEBI:5584","hydron"
"2.A.1.6.6","CHEBI:9133","shikimic acid"
"2.A.3.2.3","CHEBI:7784","ornithine"
"2.A.3.2.3","CHEBI:2643","arginine"
"1.B.25.3.2","CHEBI:25367","molecule"
"1.C.109.1.3","CHEBI:25367","molecule"
"3.A.7.1.1","CHEBI:8526","protein polypeptide chain"
"2.A.88.1.5","CHEBI:3108","biotin"
"2.A.31.2.16","CHEBI:32139","sodium hydrogencarbonate"
"2.A.31.2.16","CHEBI:22563","anion"
"9.A.39.1.2","CHEBI:5651","ferroheme b"
"1.B.19.1.2","CHEBI:83169","N-acyl homoserine lactone"
"3.A.19.1.4","CHEBI:14911","protein"
"1.C.85.4.2","CHEBI:25367","molecule"
"1.A.2.1.15","CHEBI:8345","potassium(1+)"
"1.C.41.2.1","CHEBI:69437","orobol"
"1.A.9.5.7","CHEBI:17996","chloride"
"1.A.9.5.7","CHEBI:22563","anion"
"1.C.52.1.16","CHEBI:24870","ion"
"2.A.47.5.1","CHEBI:9175","sodium(1+)"
"1.B.61.1.5","CHEBI:25367","molecule"
"2.A.29.14.2","CHEBI:3308","calcium(2+)"
"2.A.29.14.2","CHEBI:29987","glutamate(2-)"
"2.A.29.14.2","CHEBI:29995","aspartate(2-)"
"3.A.3.27.3","CHEBI:3473","cation"
"2.A.7.25.1","CHEBI:6635","magnesium(2+)"
"3.A.10.1.13","CHEBI:9175","sodium(1+)"
"3.A.10.1.13","CHEBI:5584","hydron"
"1.C.37.1.6","CHEBI:25367","molecule"
"3.A.7.13.2","CHEBI:8526","protein polypeptide chain"
"1.C.111.1.5","CHEBI:25367","molecule"
"2.A.1.1.76","CHEBI:5418","glucose"
"1.A.8.9.21","CHEBI:5585","water"
"1.A.8.9.21","CHEBI:5448","glycerol"
"1.A.8.9.21","CHEBI:7976","pentamidine"
"1.C.13.1.5","CHEBI:24870","ion"
"2.A.1.3.13","CHEBI:3098","bile acid"
"1.C.85.4.1","CHEBI:25367","molecule"
"1.A.62.4.3","CHEBI:3473","cation"
"9.A.76.1.9","CHEBI:24024","fatty acid"
"1.C.12.1.2","CHEBI:25367","molecule"
"9.A.75.1.2","CHEBI:25906","peptide"
"1.B.6.1.13","CHEBI:25367","molecule"
"2.A.58.1.3","CHEBI:9175","sodium(1+)"
"2.A.58.1.3","CHEBI:7793","phosphate(3-)"
"1.B.6.6.7","CHEBI:25367","molecule"
"1.A.4.3.1","CHEBI:3308","calcium(2+)"
"2.A.20.2.4","CHEBI:7793","phosphate(3-)"
"1.B.23.2.1","CHEBI:25367","molecule"
"1.G.21.1.1","CHEBI:25367","molecule"
"2.A.7.9.13","CHEBI:67119","UDP-alpha-D-galactose"
"1.B.27.1.12","CHEBI:25367","molecule"
"2.A.1.14.13","CHEBI:3731","chloride"
"2.A.1.14.13","CHEBI:29987","glutamate(2-)"
"2.A.1.14.13","CHEBI:7793","phosphate(3-)"
"2.A.1.19.20","CHEBI:133370","prostaglandin A2(1-)"
"2.A.1.19.20","CHEBI:8512","prostaglandin E2"
"2.A.1.19.20","CHEBI:15551","prostaglandin E2"
"1.C.71.2.3","CHEBI:3473","cation"
"1.B.28.1.2","CHEBI:25367","molecule"
"3.A.1.4.8","CHEBI:16857","L-threonine"
"3.A.1.4.8","CHEBI:17191","L-isoleucine"
"3.A.1.4.8","CHEBI:2539","alanine"
"3.A.1.4.8","CHEBI:9116","serine"
"3.A.1.4.8","CHEBI:25017","leucine"
"3.A.1.4.8","CHEBI:27266","valine"
"1.C.116.1.4","CHEBI:25367","molecule"
"1.A.35.1.2","CHEBI:6635","magnesium(2+)"
"1.A.35.1.2","CHEBI:23337","cobalt(2+)"
"1.A.35.1.2","CHEBI:25517","nickel(2+)"
"3.A.1.6.8","CHEBI:6967","molybdate"
"3.A.1.6.8","CHEBI:46502","tungstate"
"4.C.1.1.15","CHEBI:4680","dodecanoic acid"
"2.A.31.2.6","CHEBI:3731","chloride"
"2.A.31.2.6","CHEBI:5589","hydrogencarbonate"
"2.A.61.1.6","CHEBI:30143","lithium(1+)"
"2.A.61.1.6","CHEBI:9175","sodium(1+)"
"2.A.61.1.6","CHEBI:24636","proton"
"1.A.1.13.4","CHEBI:8345","potassium(1+)"
"2.A.1.1.110","CHEBI:5709","hexose"
"1.A.77.1.5","CHEBI:3308","calcium(2+)"
"1.A.77.1.5","CHEBI:6635","magnesium(2+)"
"2.A.7.25.3","CHEBI:6635","magnesium(2+)"
"1.E.1.1.8","CHEBI:14911","protein"
"3.D.7.2.1","CHEBI:5584","hydron"
"1.C.73.1.2","CHEBI:27026","toxin"
"2.A.29.8.9","CHEBI:5749","L-homoarginine"
"2.A.29.8.9","CHEBI:7784","ornithine"
"2.A.29.8.9","CHEBI:2643","arginine"
"2.A.29.8.9","CHEBI:86468","dimethylarginine"
"2.A.29.8.9","CHEBI:5733","histidine"
"1.B.54.1.3","CHEBI:8526","protein polypeptide chain"
"1.A.12.1.6","CHEBI:3731","chloride"
"2.A.1.1.66","CHEBI:10601","myo-inositol"
"2.A.3.8.15","CHEBI:4052","cystine"
"2.A.25.1.9","CHEBI:5460","glycine"
"2.A.25.1.9","CHEBI:2539","alanine"
"2.A.25.1.9","CHEBI:22653","asparagine"
"2.A.25.1.9","CHEBI:5432","glutamine"
"2.A.59.1.7","CHEBI:5584","hydron"
"2.A.59.1.7","CHEBI:2846","arsenite(3-)"
"3.A.1.5.27","CHEBI:5437","glutathione"
"2.A.85.4.1","CHEBI:71644","lantibiotic"
"1.A.69.4.1","CHEBI:3473","cation"
"9.A.18.1.1","CHEBI:64627","microcin"
"1.B.39.1.5","CHEBI:25367","molecule"
"2.A.108.1.8","CHEBI:5974","iron atom"
"2.A.28.3.2","CHEBI:9175","sodium(1+)"
"3.A.1.1.41","CHEBI:10202","alpha,alpha-trehalose"
"2.A.17.3.15","CHEBI:71263","nitrate"
"2.A.1.3.16","CHEBI:5584","hydron"
"2.A.1.3.16","CHEBI:27902","tetracycline"
"2.A.7.12.5","CHEBI:132804","UDP-N-acetyl-alpha-D-galactosamine 4-sulfate"
"2.A.7.12.5","CHEBI:9802","UDP"
"2.A.7.12.5","CHEBI:67119","UDP-alpha-D-galactose"
"2.A.17.3.2","CHEBI:5584","hydron"
"2.A.17.3.2","CHEBI:7990","peptide"
"2.A.17.3.2","CHEBI:5733","histidine"
"1.A.13.1.1","CHEBI:3731","chloride"
"9.A.36.1.1","CHEBI:3308","calcium(2+)"
"9.A.36.1.1","CHEBI:16247","phospholipid"
"2.A.66.1.59","CHEBI:30762","salicylate"
"9.A.48.1.1","CHEBI:8526","protein polypeptide chain"
"1.H.1.1.16","CHEBI:24870","ion"
"1.A.5.1.4","CHEBI:24870","ion"
"9.B.191.1.10","CHEBI:14911","protein"
"1.C.3.4.1","CHEBI:25367","molecule"
"1.A.1.29.5","CHEBI:24870","ion"
"2.A.20.2.2","CHEBI:9175","sodium(1+)"
"2.A.20.2.2","CHEBI:7793","phosphate(3-)"
"2.D.1.1.10","CHEBI:8137","phosphatidyl-L-serine"
"2.A.1.19.24","CHEBI:25375","monoamine molecular messenger"
"2.A.88.9.2","CHEBI:64299","queuosine residue"
